Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20160308,U.S. natural gas futures struggle to move away from 20-year lows,"Natural gas, U.S. futures, warmer weather, storage levels, prices",U.S. Natural Gas Futures Plummet Amid Warmer Weather and High Storage Levels,Natural Gas Prices Struggle as Warmer Weather Looms,Assessment of U.S. Natural Gas Futures and Storage Amid Forecasts for Warmer Weather Conditions,U.S. natural gas futures drop due to warmer weather and high storage levels
20160308,Venezuela military company to start services to PDVSA in weeks,"military, Venezuela, PDVSA, oil, services",Venezuela's Military-Owned Company Camimpeg to Provide Services to PDVSA Amid Economic Crisis,"Camimpeg, Military-Owned Camimpeg to Assist PDVSA with Oil Services",Military's New Camimpeg to Partner with PDVSA for Oil Industry Services,"Venezuela's Military-Formed Camimpeg to Support PDVSA with Oil Exploitation, Logistics, and Security"
20160309,Chesapeake mulls sale of assets in Oklahoma shale field: Bloomberg,"Chesapeake Energy, Stack shale, asset sale, debt reduction, oil and gas stocks",Chesapeake Energy Eyes Sale of Oklahoma Stack Shale Assets Amid Debt Reduction Plan,Chesapeake Energy Mulls $700 Million Sale of Oklahoma Shale Assets,Chesapeake Energy's Strategic Considerations for Stack Shale Asset Divestment,Chesapeake Energy considers selling Stack shale assets worth up to $700 million.
20160309,China's copper smelters seek approval to blend concentrates at ports,"copper industry, blending operations, arsenic content, Jiangxi Copper, import costs",China's Copper Industry Pushes to Allow Blending of High-Arsenic Concentrates at Ports,China's Copper Industry Proposes Blending of Toxic Copper Concentrates at Ports,Proposal to Permit Blending of High-Arsenic Copper Concentrates at Chinese Ports,"China's copper industry seeks approval to blend high-arsenic concentrates at ports, potentially lowering import costs."
20160309,Forget fracking. Choking and lifting are latest efforts to stem U.S. shale bust,"shale production, older wells, artificial lift, oil prices, production optimization","Older Shale Wells Extend Lifespan with Artificial Lift, Slowing Expected Output Decline",Shale Producers Employ New Techniques to Prolong Well Lifespan Amid Lower Oil Prices,Analysis of Production Optimization Strategies in U.S. Shale Industry Highlights Impact on Oil Output,"Older U.S. shale wells are producing longer than expected, delaying the anticipated decline in overall shale oil output."
20160309,"Gold down in Asia ahead of China prices, ECB on rates","gold, ECB, China, interest rates, commodities",Global Gold Market Dips Amid Palpable ECB Interest Rate Review and Slumping China Growth,Gold Market Faces Downturn as ECB and China Data Disappoint,Analysis of Gold and Commodities amid ECB Interest Rate Review and Weak Chinese Export Data,Gold dips as ECB reviews interest rates; China exports slump by 25.4%
20160309,Gold prices dip further in Asia as China CPI data higher than expected,"Gold, China CPI, ECB, crude oil, copper",Gold Prices Fall as Faster China CPI Growth Sparks Concerns,Gold Dips Amid Rising China CPI and ECB Rate Review Anticipation,Impact of China CPI Increase on Global Gold Prices Before ECB’s Interest Rate Decision,Gold prices fall due to higher-than-expected China CPI growth as ECB review looms
20160309,"Gold prices slide more than $10 as oil, stocks recover","Gold, Futures, Oil Prices, European Central Bank, Federal Reserve",Gold Futures Plummet Amid Rebound in Oil Prices and Global Stocks,Gold Sees Decline As Market Sentiment Rises on Oil and ECB Anticipation,Analysis of Gold Futures Decline: Oil Prices Recovery and ECB Stimulus Expectations,Gold futures drop sharply as oil prices rebound and global equities rise
20160309,"Gold ticks down as crude, equity rally dampens metal&#39;s safe-haven appeal","Gold, ECB Governing Council, global equity markets, U.S. Dollar Index, Saudi Arabia",Gold Slips as Global Markets Rally Ahead of Critical ECB Meeting,Gold Falls Amid Market Rally and ECB Meeting Speculations,Impact of Global Equity Rally on Gold Prices Ahead of ECB Governing Council Meeting,Gold edges lower as global equities rally and ECB meeting looms
20160309,"Iran plays hardball with European oil buyers, slowing exports","Iran oil, European buyers, sanctions, legal complications, pricing terms",Iran Struggles to Regain European Oil Market Amid Legal Complications and Rigid Pricing Terms,Iran's Post-Sanction Oil Sales to Europe Face Significant Hurdles,Legal and Pricing Challenges Hampering Iran's European Oil Market Reentry,Iran's modest post-sanction oil sales to Europe falter due to legal and pricing hurdles
20160309,Iraqi Kurdish oil pipeline could reopen soon: sources,"Turkey, Kurdistan, oil pipeline, military campaign, PKK",Turkey's Military Campaign Clears Path for Potential Kurdish Oil Pipeline Reopening,Turkey's Military Operation Near Border Creates New Hope for Kurdistan Oil Flow,Implications of Turkey's Military Operations for Kurdish Oil Pipeline Reopening: A Detailed Analysis,Turkey's military campaign near the southeast border raises hopes for reopening the Kurdistan oil pipeline after a three-week outage due to security issues.
20160309,"NYMEX crude dips in Asia with focus on China prices, Saudi fiscal woes","Saudi Arabia, crude oil prices, U.S. crude inventories, OPEC, budget deficit",Saudi Arabia Faces Economic Strain as Crude Oil Prices Drop and U.S. Inventories Surge,Crude Oil Prices Slip in Asia Amid Surging U.S. Inventories and Saudi Budget Woes,Analysis of Production Trends Highlights Saudi Economic Challenges Amid Declining Oil Prices,Crude oil prices fell in Asia as investors watched production trends and Saudi economic struggles.
20160309,"NYMEX crude holds weaker in Asia after China CPI data, Saudi moves eyed","Crude oil prices, consumer inflation, Saudi Arabia budget, U.S. crude futures, EIA report",Saudis Struggle with Budget as China’s Inflation Surges and U.S. Crude Futures Rally,Crude Prices Slide in Asia Amid China's Inflation Hike and U.S. Supply Report,Analysis of Crude Oil Price Movements in Response to China's CPI and Saudi Arabia's Economic Policies,"Crude oil prices fall in Asia after higher-than-expected Chinese CPI and U.S. inventory data, amid Saudi budget pressures"
20160309,Oil gains with defaults expected to cut production,"Brent crude, defaults, production, demand, stockpiles",Brent Crude Prices Surge Past $40 Amid Production Dip and Rising Defaults,Energy Company Defaults Drive Brent Crude Prices Upward,Impact of Energy Defaults on Brent Crude Prices Surpasses $40,Brent crude rises above $40 as defaults indicate a drop in production; demand concerns and stockpiles data await
20160309,Oil prices struggle for direction ahead of U.S. supply report,"Oil prices, U.S. stockpiles, market players, shale production, global demand","Oil prices struggle amid mixed signals, U.S. stockpiles in focus",Crude oil seesaws as traders await U.S. stockpile data,A comprehensive analysis on the impact of U.S. oil stockpiles on global crude prices,Oil prices fluctuate as traders anticipate U.S. stockpile data amidst global demand concerns
20160309,Oil turns sharply higher as traders bet on bullish U.S. supply data,"Oil prices, U.S. crude inventories, Energy Information Administration, shale production, Brent oil",Oil prices surge as U.S. crude inventories increase slower than expected,U.S. crude oil prices rise on supply speculations and market corrections,Analysis of Crude Oil Price Fluctuations Amid Varying Supply Data and Speculations,Oil prices rise as U.S. inventories grow slower than forecast
20160309,"Russia's Energy Ministry says no date or place set yet for OPEC, non-OPEC meeting","OPEC, oil exporters, output freeze, meeting, Russia",OPEC and Non-OPEC to Discuss Output Freeze in Russia Amid Oil Market Concerns,Oil Exporters Plan March Meeting in Moscow to Discuss Output Freeze,Potential Collaboration Between OPEC and Non-OPEC Members on Oil Production Constraints,OPEC and non-OPEC nations plan to meet to discuss freezing oil output levels.
20160309,Stronger dollar weighs on gold ahead of ECB meeting,"Gold, dollar, ECB, rates, inflation","Gold Prices Dip as Dollar Strengthens, ECB Expected to Ease Rates",Gold Prices Dip as Dollar Strengthens in European Trade,"European Central Bank Expected to Cut Rates Amid Strengthening Dollar, Impact on Gold Prices","Gold futures decline as the dollar strengthens, with ECB expected to ease rates and China trade figures raising concerns."
20160309,"U.S. Crude surges 4% amid moderate supply build, Saudi loan reports","crude futures, U.S. supply report, Brent crude, OPEC production, Saudi Arabia loans","U.S. Crude Futures Surge 4%, Erasing Losses After Bullish Supply Report",Crude Prices Bounce Back Following Bullish Supply Report and Saudi Loan Speculations,Impact of U.S. Supply Report and Saudi Loan Efforts on Recent Crude Price Dynamics,"U.S. crude futures surged 4% after a bullish supply report, with Brent crude also rising amid Saudi loan speculations."
20160309,U.S. natural gas futures extend rebound off 18-year lows,"Natural gas, futures, storage, demand, prices",Natural gas futures rise for fourth day amid declining storage concerns,Natural gas futures extend gains as traders cover shorts,EIA report and warm weather impact U.S. natural gas futures,Natural gas futures rise for fourth day amid storage concerns and weak demand due to warm weather
20160309,WTI oil futures extend rally after bullish weekly stockpile data,"West Texas Intermediate, U.S. crude oil, inventories, prices, output freeze",U.S. Crude Oil Prices Jump as Inventories Rise Less Than Expected,Crude Prices Spike on Lower-than-Feared U.S. Inventory Data,Analyzing the Impact of Inventory Fluctuations on U.S. Crude Oil Prices,"U.S. oil prices rise as inventories increase less than expected, boosting market sentiment"
20160310,Crude pares losses amid reports of possible collapse of OPEC meeting,"OPEC meeting, Iran reluctance, oil price fluctuation, dollar impact, rig count",No Meeting on Oil Production Without Iran's Support as Crude Prices Fluctuate,Oil Prices Dip as Hopes for OPEC Meeting Diminish,U.S. Crude Prices Experience Slight Decline Amid Iran's Hesitation on OPEC Meeting,U.S. crude futures end lower as OPEC-Iran disagreement impacts potential meeting and oil price stability
20160310,"Gold drops along with euro after ECB cuts rates, expands QE","Gold, Euro, ECB, Dollar, Interest Rates",Gold Prices Fall as ECB Cuts Interest Rates and Boosts Quantitative Easing,"Gold and Euro Drop as ECB Implements Record-Low Interest Rates, Boosts QE",Impact of ECB's Interest Rate Cuts and Enhanced Quantitative Easing on Gold Prices and Euro,"Gold prices fall as ECB cuts rates, boosts QE; Euro drops; US jobless claims hit five-month low"
20160310,Gold drops to near 1-week low ahead of ECB decision,"Gold futures, dollar strength, ECB stimulus, asset purchasing, interest rates",Gold futures drop to one-week low as dollar gains strength amid ECB stimulus anticipation,Gold futures tumble as dollar strengthens; ECB stimulus plans eyed,Gold Prices Decline Amid Strong Dollar and ECB Policy Prospects,Gold futures near one-week low as strong dollar and ECB stimulus impact market dynamics
20160310,Gold prices fall in early Asia with China weekend data eyed,"Gold Prices, ECB Measures, China Data, Industrial Production, Consumer Price Index",Gold Prices Dip as Investors Eye China Data and ECB Measures,Gold Prices Slip Amid Mixed ECB Signals and Looming China Data,Assessing the Impact of ECB's Easing Policies on Asian Gold Markets,Gold prices fall in Asia as markets anticipate China’s data and evaluate ECB actions
20160310,Gold recovers along with euro after Draghi remarks,"Gold, ECB, interest rates, euro, stimulus",Gold Prices Rebound as ECB Signals End to Rate Cuts,Gold Rebounds After ECB Delivers Stimulus Measures,Gold Prices Rise Following ECB's Stronger-Than-Expected Stimulus Package,"Gold rebounds as euro strengthens post-ECB, Draghi rules out further rate cuts"
20160310,"Gold surges, as Draghi rattles markets with conflicting easing remarks","Gold, ECB, Draghi, rates, markets",Gold Rallies as ECB's Draghi Unveils Broad Easing Measures,Gold Prices Surge Amid Volatile Trading Session,Analysis of ECB's Comprehensive Easing Policies and Market Reactions,Gold jumps 1.32% as ECB's Draghi announces extensive easing measures
