Date,Date Group,Generated Summary,Classification,Positive,Negative,Neutral
2016-01-28,2016-02-03,gold prices slipped asia federal reserve left interest rates unchanged issued mixed policy statement leaving investors uncertain timing future rate hikes analysts remain divided whether fed raise rates march delay tightening decision hinging labor market inflation data,negative,0.01,0.99,0.0
2016-01-29,2016-02-03,gold prices rose slightly even dollar strengthened bank japan introduced negative interest rates first time sending yen lower boosting global market volatility move seen effort combat low inflation could influence future monetary policy decisions central banks,positive,0.9,0.1,0.0
2016-01-31,2016-02-03,crude oil prices fell sharply disappointing manufacturing services data china raised concerns demand despite recent gains driven speculation potential opec production cuts ongoing global oversupply irans return market continue weigh prices,negative,0.01,0.99,0.0
2016-02-01,2016-02-03,copper prices dropped oneweek low disappointing chinese manufacturing data heightened concerns demand gold remained strong amid expectations federal reserve delay interest rate hikes investors closely watching upcoming us economic data assess outlook metals,negative,0.01,0.99,0.0
2016-02-02,2016-02-03,opec nonopec producers including russia considering secret negotiations cut oil output boost prices recalling similar 1998 deal deep divisions mistrust remain major obstacles despite signs willingness skepticism persists whether workable agreement reached given competing interests past failures,negative,0.01,0.99,0.0
2016-02-03,2016-02-03,gold prices dipped slightly investors awaited upcoming us jobs report direction following recent surge driven weaker dollar concerns slowing economic growth expectations subdued job gains inflation may influence federal reserves timing future interest rate hikes,negative,0.01,0.99,0.0
2016-01-29,2016-02-04,gold prices rose slightly even dollar strengthened bank japan introduced negative interest rates first time sending yen lower boosting global market volatility move seen effort combat low inflation could influence future monetary policy decisions central banks,positive,0.9,0.1,0.0
2016-01-31,2016-02-04,crude oil prices fell sharply disappointing manufacturing services data china raised concerns demand despite recent gains driven speculation potential opec production cuts ongoing global oversupply irans return market continue weigh prices,negative,0.01,0.99,0.0
2016-02-01,2016-02-04,copper prices dropped oneweek low disappointing chinese manufacturing data heightened concerns demand gold remained strong amid expectations federal reserve delay interest rate hikes investors closely watching upcoming us economic data assess outlook metals,negative,0.01,0.99,0.0
2016-02-02,2016-02-04,opec nonopec producers including russia considering secret negotiations cut oil output boost prices recalling similar 1998 deal deep divisions mistrust remain major obstacles despite signs willingness skepticism persists whether workable agreement reached given competing interests past failures,negative,0.01,0.99,0.0
2016-02-03,2016-02-04,gold prices dipped slightly investors awaited upcoming us jobs report direction following recent surge driven weaker dollar concerns slowing economic growth expectations subdued job gains inflation may influence federal reserves timing future interest rate hikes,negative,0.01,0.99,0.0
2016-02-04,2016-02-04,gold prices edged lower ahead us jobs report investors watching signals federal reserve policy amid weak employment factory data expectations rate hikes 2016 diminished economic indicators remain soft,negative,0.01,0.99,0.0
2016-01-31,2016-02-05,crude oil prices fell sharply disappointing manufacturing services data china raised concerns demand despite recent gains driven speculation potential opec production cuts ongoing global oversupply irans return market continue weigh prices,negative,0.01,0.99,0.0
2016-02-01,2016-02-05,copper prices dropped oneweek low disappointing chinese manufacturing data heightened concerns demand gold remained strong amid expectations federal reserve delay interest rate hikes investors closely watching upcoming us economic data assess outlook metals,negative,0.01,0.99,0.0
2016-02-02,2016-02-05,opec nonopec producers including russia considering secret negotiations cut oil output boost prices recalling similar 1998 deal deep divisions mistrust remain major obstacles despite signs willingness skepticism persists whether workable agreement reached given competing interests past failures,negative,0.01,0.99,0.0
2016-02-03,2016-02-05,gold prices dipped slightly investors awaited upcoming us jobs report direction following recent surge driven weaker dollar concerns slowing economic growth expectations subdued job gains inflation may influence federal reserves timing future interest rate hikes,negative,0.01,0.99,0.0
2016-02-04,2016-02-05,gold prices edged lower ahead us jobs report investors watching signals federal reserve policy amid weak employment factory data expectations rate hikes 2016 diminished economic indicators remain soft,negative,0.01,0.99,0.0
2016-02-05,2016-02-05,crude oil futures rose slightly friday gains limited persistent oversupply worries record us inventories despite bullish market signals,positive,0.95,0.05,0.0
2016-01-31,2016-02-06,crude oil prices fell sharply disappointing manufacturing services data china raised concerns demand despite recent gains driven speculation potential opec production cuts ongoing global oversupply irans return market continue weigh prices,negative,0.01,0.99,0.0
2016-02-01,2016-02-06,copper prices dropped oneweek low disappointing chinese manufacturing data heightened concerns demand gold remained strong amid expectations federal reserve delay interest rate hikes investors closely watching upcoming us economic data assess outlook metals,negative,0.01,0.99,0.0
2016-02-02,2016-02-06,opec nonopec producers including russia considering secret negotiations cut oil output boost prices recalling similar 1998 deal deep divisions mistrust remain major obstacles despite signs willingness skepticism persists whether workable agreement reached given competing interests past failures,negative,0.01,0.99,0.0
