Date,Generated Headline,Classification,Positive,Negative,Neutral
20160531,brent crude slips rising middle east output ahead opec meeting,negative,0.14,0.86,0.0
20160531,crude oil prices dip amid volatile trading inventory drawdowns uae ministers comments,negative,0.01,0.99,0.0
20160531,global oil prices unlikely rise sharply 2016 despite supply disruptions analysts say,positive,0.99,0.01,0.0
20160531,gold prices slide strong us spending data fuels rate hike expectations,negative,0.01,0.99,0.0
20160531,gold edges higher investors await fed rate decision amid mixed us economic data,positive,0.98,0.02,0.0
20160531,gold edges higher investors await key china manufacturing data fed rate decision,positive,0.9,0.1,0.0
20160531,gold prices edge higher asia amid mixed china pmi data fed rate speculation,positive,0.99,0.01,0.0
20160531,gold futures hover near threemonth lows fed rate hike expectations rise,negative,0.23,0.77,0.0
20160531,opec meeting vienna signals continued division limited policy action,negative,0.05,0.93,0.02
20160531,oil prices dip ahead key china data opec meeting,negative,0.01,0.99,0.0
20160531,crude oil prices mixed investors eye opec meeting easing supply disruptions,negative,0.01,0.99,0.0
20160531,oil prices mixed investors await us inventory data opec meeting,negative,0.02,0.97,0.01
20160531,oil prices mixed middle east supply set rise,positive,0.91,0.09,0.0
20160531,oil prices steady near $ 50 market awaits opec meeting supply outlook,neutral,0.0,0.0,1.0
20160531,opec unlikely announce new output cuts oil prices rebound ahead key meeting,positive,0.96,0.04,0.0
20160531,us natural gas futures surge warmer weather forecasts rising demand expectations,positive,0.96,0.04,0.0
20160531,us oil prices rise cushing inventories drop global supply outlook improves,positive,0.99,0.01,0.0
20160601,oil prices steady opec seeks output freeze amid russias withdrawal,neutral,0.0,0.01,0.99
20160601,gold futures edge higher dollar retreats fed rate hike odds fall,positive,0.69,0.31,0.0
20160601,gold edges higher asia fed rate hike prospects loom,positive,0.99,0.01,0.0
20160601,gold futures steady investors await key us economic data fed signals,neutral,0.0,0.01,0.99
20160601,gold slips threemonth low strong us manufacturing data fuels fed rate hike expectations,negative,0.02,0.97,0.0
20160601,us natural gas prices surge fivemonth high forecasts intense early summer heat,positive,0.99,0.01,0.0
20160601,oil prices dip us inventories rise russia backs opec freeze talks,positive,0.84,0.16,0.0
20160601,oil prices mixed us inventories rise opec meeting looms,positive,0.97,0.03,0.0
20160601,oil prices drop opec maintains output focus china demand concerns grow,negative,0.01,0.99,0.0
20160601,oil prices fall 1 % middle east output rises china demand stays weak,negative,0.21,0.79,0.0
20160601,oil prices slide opec meeting unlikely deliver production cuts,negative,0.02,0.98,0.0
20160601,oil prices fall opec meeting looms middle east output rises,positive,0.77,0.23,0.0
20160601,opec ministers focus rebuilding ties output freeze unlikely vienna meeting,positive,0.96,0.02,0.01
20160602,crude oil prices edge higher us inventory drop offsets opecs steady output decision,negative,0.03,0.96,0.01
20160602,gold slips ecb opec hold steady policy dollar remains flat,neutral,0.0,0.03,0.97
20160602,gold edges higher investors await key us jobs data central bank decisions,positive,0.95,0.05,0.0
20160602,gold slips investors await fed rate decision ecb holds steady,neutral,0.01,0.1,0.89
20160602,gold futures edge higher investors weigh us jobs data fed rate hike prospects,positive,0.91,0.09,0.0
20160602,us natural gas futures hit fivemonth high storage rise falls short expectations,negative,0.25,0.75,0.0
20160602,oil prices steady opec maintains output ceiling investors eye demand outlook,neutral,0.0,0.0,1.0
20160602,oil prices rise ahead key opec meeting vienna,positive,0.99,0.01,0.0
20160602,oil prices slide opec fails reach production agreement,negative,0.01,0.99,0.0
20160602,oil prices steady opec meets amid rising us crude inventories,neutral,0.0,0.01,0.99
20160602,oil prices steady opec meets amid saudiiran tensions global supply disruptions,neutral,0.0,0.01,0.99
20160602,oil prices drop opec fails reach production cap agreement,negative,0.01,0.99,0.0
20160602,opec leaves oil production unchanged amid market rebalancing efforts,neutral,0.0,0.0,1.0
20160602,saudi arabia pledges restraint opec fails set output policy amid iran dispute,negative,0.18,0.74,0.08
20160602,opec unlikely reach output cap deal ministers signal market selfrebalancing,negative,0.06,0.93,0.01
20160602,iran rejects saudi oil output cap ahead opec meeting,neutral,0.02,0.02,0.97
20160602,cautious optimism returns texas oilfields prices rebound drilling slowly resumes,negative,0.01,0.99,0.0
20160602,wti oil prices dip us inventory drop falls short expectations opec fails set output cap,negative,0.02,0.98,0.0
20160603,us diesel prices surge 40 % refiners lock profits amid strong demand exports,positive,0.99,0.01,0.0
20160603,iraq accelerates debt repayments oil majors paving way new investments,negative,0.01,0.99,0.0
20160603,brent oil holds $ 50 opec meeting signals market support despite lack output deal,negative,0.08,0.89,0.03
20160603,oil prices hold near multimonth highs us stockpiles drop opec fails set output cap,negative,0.01,0.99,0.0
20160603,oil prices drop opec fails reach output deal oversupply concerns return,negative,0.01,0.99,0.0
20160603,gold posts biggest oneday rally two months weak us jobs report dims fed rate hike prospects,positive,0.93,0.06,0.0
20160603,greenland pushes ahead mineral exploration despite low commodity prices,negative,0.15,0.85,0.0
20160603,new zealand kiwifruit exports surge diseaseresistant varieties revive industry,negative,0.0,1.0,0.0
20160603,oil prices steady opec maintains output ceiling investors eye demand outlook,neutral,0.0,0.0,1.0
20160603,oil prices edge higher opec fails set output ceiling,positive,0.99,0.01,0.0
20160603,russia continue opec talks oil market shows signs rebalancing,positive,0.77,0.22,0.01
20160603,opec meeting unlikely affect global oil prices says russian deputy pm,negative,0.15,0.82,0.04
20160605,oil prices fall us rig count rises opec fails reach output deal,negative,0.01,0.99,0.0
20160605,foreign tankers boost iranian oil exports near presanctions levels,negative,0.0,1.0,0.0
20160605,gold soars weak us jobs data dollar slump diminish fed rate hike expectations,negative,0.06,0.94,0.0
20160605,gold rises weak us jobs data dims fed rate hike prospects,positive,0.88,0.11,0.0
20160605,oil prices rebound traders eye us data opec uncertainty,positive,0.82,0.18,0.0
20160605,oil prices rise traders eye us demand data global supply disruptions,positive,0.99,0.01,0.0
20160606,brent crude hits 2016 highs nigerian supply disruptions ease global glut concerns,positive,0.87,0.13,0.0
20160606,gold hits twoweek high investors await yellens fed speech,positive,0.99,0.01,0.0
20160606,gold holds gains yellen signals immediate fed rate hike cites data dependence,positive,0.97,0.02,0.01
20160606,gold prices edge higher yellen avoids rate hike timeline amid weak jobs data,positive,0.98,0.02,0.0
20160606,gold holds steady near twoweek high weak us jobs data dims rate hike prospects,neutral,0.05,0.05,0.89
20160606,isabel dos santos vows major overhaul angolas sonangol boost efficiency amid low oil prices,positive,0.79,0.21,0.0
20160606,oil prices edge lower market eyes us data nigerian supply disruptions,negative,0.01,0.99,0.0
20160606,oil prices remain weak us demand data opec uncertainty weigh markets,negative,0.01,0.99,0.0
20160606,oil prices rise dollar weakens gains limited ample supply,positive,0.97,0.03,0.0
20160606,oil prices rebound $ 50 nigerian supply disruptions opec uncertainty drive gains,positive,0.99,0.01,0.0
20160606,oil prices climb eightmonth high amid global supply disruptions,positive,0.99,0.01,0.0
20160606,us natural gas futures hit fivemonth high hot weather forecasts,positive,0.77,0.23,0.0
20160607,oil prices hold near sevenmonth highs supply outages inventory drops support market,negative,0.12,0.57,0.31
20160607,brent oil surges $ 51 first time eight months amid global supply disruptions,positive,0.99,0.01,0.0
20160607,conocophillips restarts surmont oil sands project wildfire shutdown ramping production,negative,0.1,0.9,0.0
20160607,gold slips twoweek highs yellens comments leave rate hike outlook unclear,negative,0.01,0.99,0.0
20160607,gold prices dip investors await fed meeting yellen comments,negative,0.02,0.98,0.0
20160607,gold holds near twoweek highs fed rate hike uncertainty weighs markets,positive,0.81,0.18,0.01
20160607,gold retreats global stocks rally fed rate hike bets ease,positive,0.92,0.08,0.0
20160607,tropical storm colin dissipates soaking southeast flooding persists florida,negative,0.11,0.89,0.0
20160607,oil prices hold near multimonth highs despite us inventory drop nigerian supply disruptions,negative,0.21,0.78,0.01
20160607,crude oil prices edge higher us stockpiles fall nigerian supply disruptions continue,negative,0.02,0.98,0.0
20160607,crude oil prices climb us stockpiles fall nigerian supply disruptions continue,negative,0.02,0.98,0.0
20160607,oil prices surge 2016 highs us crude tops $ 50 supply concerns,positive,0.99,0.01,0.0
20160607,oil prices edge higher amid nigerian supply disruptions us inventory focus,positive,0.97,0.03,0.0
20160607,us natural gas futures ease remain near fivemonth high hot weather outlook,neutral,0.0,0.02,0.98
20160607,oil prices surge multimonth highs nigerian supply disruptions continue,positive,0.99,0.01,0.0
20160608,crude oil prices hit 11month highs us inventories fall nigerian supply disruptions continue,negative,0.01,0.99,0.0
20160608,gold prices hit threeweek high fed rate hike expectations fade dollar weakens,positive,0.92,0.08,0.0
20160608,gold prices steady weak china inflation us jobs data boost market optimism,positive,0.69,0.1,0.21
20160608,gold prices rise asia weak us jobs data lowers fed rate hike expectations,positive,0.97,0.03,0.0
20160608,gold surges slowing us hiring lowers odds fed rate hike,positive,0.69,0.31,0.0
20160608,gold hits threeweek high dollar weakens fed rate hike expectations fade,negative,0.19,0.81,0.0
20160608,jacobs engineering shares rise securing major oyu tolgoi mine contract,positive,0.72,0.28,0.0
20160608,oil prices rise us stockpiles drop nigerian supply disruptions continue,negative,0.07,0.93,0.0
20160608,crude oil prices hold gains us inventories drop china data fuels demand hopes,negative,0.02,0.98,0.0
20160608,oil prices rise us stockpiles drop chinese demand soars,positive,0.74,0.26,0.0
20160608,oil prices hit eightmonth high hopes larger us inventory drawdown,positive,0.87,0.13,0.0
20160608,oil prices reach eightmonth high amid nigerian supply disruptions strong chinese demand,positive,0.99,0.01,0.0
20160608,us natural gas futures hit eightmonth high heatwave drives demand,positive,0.94,0.06,0.0
20160608,us crude oil surges $ 51 chinese imports rise supply data anticipated,positive,0.99,0.01,0.0
20160608,us oil prices hit 11month high crude inventories drop expected,negative,0.01,0.98,0.0
20160609,crude oil prices retreat hitting 11month highs amid profittaking stronger dollar,negative,0.01,0.99,0.0
20160609,sonangol refocus oil new ceo isabel dos santos launches major restructuring,negative,0.03,0.97,0.0
20160609,gold hits 3week highs investors seek safety amid rate uncertainty,positive,0.98,0.02,0.0
20160609,gold hits threeweek high weaker dollar dovish fed outlook boost demand,positive,0.95,0.05,0.0
20160609,gold slips investors take profits safehaven demand remains strong amid fed rate uncertainty,positive,0.89,0.09,0.02
20160609,gold pulls back threeweek high us jobless claims fall dollar strengthens,negative,0.02,0.98,0.0
20160609,us natural gas futures hit eightmonth high storage build falls short expectations,negative,0.04,0.96,0.0
