Date,Date Group,Generated Headline,Classification,Positive,Negative,Neutral
2015-07-12,2015-07-13,copper prices fall chinas mixed trade data greek debt talks weigh markets,negative,0.01,0.99,0.0
2015-07-12,2015-07-13,gold prices rise greece awaits bailout decision china markets stir concerns,positive,0.99,0.01,0.0
2015-07-13,2015-07-13,copper prices hover near sixyear lows china imports slow greece reaches bailout deal,negative,0.01,0.99,0.0
2015-07-08,2015-07-14,oil prices plunge longterm futures signal deeper market shift,negative,0.01,0.99,0.0
2015-07-08,2015-07-14,gold prices surge global uncertainty grows ahead fed meeting,positive,0.99,0.01,0.0
2015-07-09,2015-07-14,crude oil prices rebound 2 % hopes iranian nuclear deal fade chinese markets rally,positive,0.99,0.01,0.0
2015-07-10,2015-07-14,gold slips despite weaker dollar fed signals rate hike greece seeks bailout deal,negative,0.02,0.98,0.0
2015-07-10,2015-07-14,oil prices rise chinese market rebounds greece nears bailout deal,positive,0.99,0.01,0.0
2015-07-12,2015-07-14,copper prices fall chinas mixed trade data greek debt talks weigh markets,negative,0.01,0.99,0.0
2015-07-12,2015-07-14,gold prices rise greece awaits bailout decision china markets stir concerns,positive,0.99,0.01,0.0
2015-07-13,2015-07-14,copper prices hover near sixyear lows china imports slow greece reaches bailout deal,negative,0.01,0.99,0.0
2015-07-14,2015-07-14,wti crude prices rebound iran nuclear deal despite market oversupply concerns,positive,0.99,0.01,0.0
2015-07-09,2015-07-15,crude oil prices rebound 2 % hopes iranian nuclear deal fade chinese markets rally,positive,0.99,0.01,0.0
2015-07-10,2015-07-15,gold slips despite weaker dollar fed signals rate hike greece seeks bailout deal,negative,0.02,0.98,0.0
2015-07-10,2015-07-15,oil prices rise chinese market rebounds greece nears bailout deal,positive,0.99,0.01,0.0
2015-07-12,2015-07-15,copper prices fall chinas mixed trade data greek debt talks weigh markets,negative,0.01,0.99,0.0
2015-07-12,2015-07-15,gold prices rise greece awaits bailout decision china markets stir concerns,positive,0.99,0.01,0.0
2015-07-13,2015-07-15,copper prices hover near sixyear lows china imports slow greece reaches bailout deal,negative,0.01,0.99,0.0
2015-07-14,2015-07-15,wti crude prices rebound iran nuclear deal despite market oversupply concerns,positive,0.99,0.01,0.0
2015-07-15,2015-07-15,crude oil prices slide strong dollar iran deal weigh market,negative,0.01,0.99,0.0
2015-07-10,2015-07-16,gold slips despite weaker dollar fed signals rate hike greece seeks bailout deal,negative,0.02,0.98,0.0
2015-07-10,2015-07-16,oil prices rise chinese market rebounds greece nears bailout deal,positive,0.99,0.01,0.0
2015-07-12,2015-07-16,copper prices fall chinas mixed trade data greek debt talks weigh markets,negative,0.01,0.99,0.0
2015-07-12,2015-07-16,gold prices rise greece awaits bailout decision china markets stir concerns,positive,0.99,0.01,0.0
2015-07-13,2015-07-16,copper prices hover near sixyear lows china imports slow greece reaches bailout deal,negative,0.01,0.99,0.0
2015-07-14,2015-07-16,wti crude prices rebound iran nuclear deal despite market oversupply concerns,positive,0.99,0.01,0.0
2015-07-15,2015-07-16,crude oil prices slide strong dollar iran deal weigh market,negative,0.01,0.99,0.0
2015-07-16,2015-07-16,oil prices dip markets weigh iran nuclear deal us supply drop,negative,0.01,0.99,0.0
2015-07-12,2015-07-17,copper prices fall chinas mixed trade data greek debt talks weigh markets,negative,0.01,0.99,0.0
2015-07-12,2015-07-17,gold prices rise greece awaits bailout decision china markets stir concerns,positive,0.99,0.01,0.0
2015-07-13,2015-07-17,copper prices hover near sixyear lows china imports slow greece reaches bailout deal,negative,0.01,0.99,0.0
2015-07-14,2015-07-17,wti crude prices rebound iran nuclear deal despite market oversupply concerns,positive,0.99,0.01,0.0
2015-07-15,2015-07-17,crude oil prices slide strong dollar iran deal weigh market,negative,0.01,0.99,0.0
2015-07-16,2015-07-17,oil prices dip markets weigh iran nuclear deal us supply drop,negative,0.01,0.99,0.0
2015-07-17,2015-07-17,oil prices steady near fourmonth lows strong dollar supply concerns persist,neutral,0.0,0.0,0.99
2015-07-17,2015-07-17,wti crude hits fourmonth low amid oversupply concerns market volatility,negative,0.01,0.99,0.0
2015-07-12,2015-07-18,copper prices fall chinas mixed trade data greek debt talks weigh markets,negative,0.01,0.99,0.0
2015-07-12,2015-07-18,gold prices rise greece awaits bailout decision china markets stir concerns,positive,0.99,0.01,0.0
2015-07-13,2015-07-18,copper prices hover near sixyear lows china imports slow greece reaches bailout deal,negative,0.01,0.99,0.0
2015-07-14,2015-07-18,wti crude prices rebound iran nuclear deal despite market oversupply concerns,positive,0.99,0.01,0.0
2015-07-15,2015-07-18,crude oil prices slide strong dollar iran deal weigh market,negative,0.01,0.99,0.0
2015-07-16,2015-07-18,oil prices dip markets weigh iran nuclear deal us supply drop,negative,0.01,0.99,0.0
2015-07-17,2015-07-18,oil prices steady near fourmonth lows strong dollar supply concerns persist,neutral,0.0,0.0,0.99
2015-07-17,2015-07-18,wti crude hits fourmonth low amid oversupply concerns market volatility,negative,0.01,0.99,0.0
2015-07-13,2015-07-19,copper prices hover near sixyear lows china imports slow greece reaches bailout deal,negative,0.01,0.99,0.0
2015-07-14,2015-07-19,wti crude prices rebound iran nuclear deal despite market oversupply concerns,positive,0.99,0.01,0.0
2015-07-15,2015-07-19,crude oil prices slide strong dollar iran deal weigh market,negative,0.01,0.99,0.0
2015-07-16,2015-07-19,oil prices dip markets weigh iran nuclear deal us supply drop,negative,0.01,0.99,0.0
2015-07-17,2015-07-19,oil prices steady near fourmonth lows strong dollar supply concerns persist,neutral,0.0,0.0,0.99
2015-07-17,2015-07-19,wti crude hits fourmonth low amid oversupply concerns market volatility,negative,0.01,0.99,0.0
2015-07-19,2015-07-19,us oil prices hit threemonth low amid supply glut stronger dollar,negative,0.01,0.99,0.0
2015-07-14,2015-07-20,wti crude prices rebound iran nuclear deal despite market oversupply concerns,positive,0.99,0.01,0.0
2015-07-15,2015-07-20,crude oil prices slide strong dollar iran deal weigh market,negative,0.01,0.99,0.0
2015-07-16,2015-07-20,oil prices dip markets weigh iran nuclear deal us supply drop,negative,0.01,0.99,0.0
2015-07-17,2015-07-20,oil prices steady near fourmonth lows strong dollar supply concerns persist,neutral,0.0,0.0,0.99
2015-07-17,2015-07-20,wti crude hits fourmonth low amid oversupply concerns market volatility,negative,0.01,0.99,0.0
2015-07-19,2015-07-20,us oil prices hit threemonth low amid supply glut stronger dollar,negative,0.01,0.99,0.0
2015-07-20,2015-07-20,copper gold prices slide strong dollar rate hike expectations weigh metals,negative,0.01,0.99,0.0
2015-07-15,2015-07-21,crude oil prices slide strong dollar iran deal weigh market,negative,0.01,0.99,0.0
2015-07-16,2015-07-21,oil prices dip markets weigh iran nuclear deal us supply drop,negative,0.01,0.99,0.0
2015-07-17,2015-07-21,oil prices steady near fourmonth lows strong dollar supply concerns persist,neutral,0.0,0.0,0.99
2015-07-17,2015-07-21,wti crude hits fourmonth low amid oversupply concerns market volatility,negative,0.01,0.99,0.0
2015-07-19,2015-07-21,us oil prices hit threemonth low amid supply glut stronger dollar,negative,0.01,0.99,0.0
2015-07-20,2015-07-21,copper gold prices slide strong dollar rate hike expectations weigh metals,negative,0.01,0.99,0.0
2015-07-21,2015-07-21,us oil prices hit threemonth low amid supply concerns strong dollar,negative,0.01,0.99,0.0
2015-07-16,2015-07-22,oil prices dip markets weigh iran nuclear deal us supply drop,negative,0.01,0.99,0.0
2015-07-17,2015-07-22,oil prices steady near fourmonth lows strong dollar supply concerns persist,neutral,0.0,0.0,0.99
2015-07-17,2015-07-22,wti crude hits fourmonth low amid oversupply concerns market volatility,negative,0.01,0.99,0.0
2015-07-19,2015-07-22,us oil prices hit threemonth low amid supply glut stronger dollar,negative,0.01,0.99,0.0
2015-07-20,2015-07-22,copper gold prices slide strong dollar rate hike expectations weigh metals,negative,0.01,0.99,0.0
2015-07-21,2015-07-22,us oil prices hit threemonth low amid supply concerns strong dollar,negative,0.01,0.99,0.0
2015-07-22,2015-07-22,copper prices slide twoweek low amid rate hike fears weak china demand,negative,0.01,0.99,0.0
2015-07-17,2015-07-23,oil prices steady near fourmonth lows strong dollar supply concerns persist,neutral,0.0,0.0,0.99
2015-07-17,2015-07-23,wti crude hits fourmonth low amid oversupply concerns market volatility,negative,0.01,0.99,0.0
2015-07-19,2015-07-23,us oil prices hit threemonth low amid supply glut stronger dollar,negative,0.01,0.99,0.0
2015-07-20,2015-07-23,copper gold prices slide strong dollar rate hike expectations weigh metals,negative,0.01,0.99,0.0
2015-07-21,2015-07-23,us oil prices hit threemonth low amid supply concerns strong dollar,negative,0.01,0.99,0.0
2015-07-22,2015-07-23,copper prices slide twoweek low amid rate hike fears weak china demand,negative,0.01,0.99,0.0
2015-07-23,2015-07-23,copper rebounds twoweek low gold silver prices recover amid fed rate hike speculation,positive,0.99,0.01,0.0
2015-07-19,2015-07-24,us oil prices hit threemonth low amid supply glut stronger dollar,negative,0.01,0.99,0.0
2015-07-20,2015-07-24,copper gold prices slide strong dollar rate hike expectations weigh metals,negative,0.01,0.99,0.0
2015-07-21,2015-07-24,us oil prices hit threemonth low amid supply concerns strong dollar,negative,0.01,0.99,0.0
2015-07-22,2015-07-24,copper prices slide twoweek low amid rate hike fears weak china demand,negative,0.01,0.99,0.0
2015-07-23,2015-07-24,copper rebounds twoweek low gold silver prices recover amid fed rate hike speculation,positive,0.99,0.01,0.0
2015-07-24,2015-07-24,gold futures hit fresh yearly lows amid china concerns fed rate hike uncertainty,negative,0.04,0.96,0.0
2015-07-19,2015-07-25,us oil prices hit threemonth low amid supply glut stronger dollar,negative,0.01,0.99,0.0
2015-07-20,2015-07-25,copper gold prices slide strong dollar rate hike expectations weigh metals,negative,0.01,0.99,0.0
2015-07-21,2015-07-25,us oil prices hit threemonth low amid supply concerns strong dollar,negative,0.01,0.99,0.0
2015-07-22,2015-07-25,copper prices slide twoweek low amid rate hike fears weak china demand,negative,0.01,0.99,0.0
2015-07-23,2015-07-25,copper rebounds twoweek low gold silver prices recover amid fed rate hike speculation,positive,0.99,0.01,0.0
2015-07-24,2015-07-25,gold futures hit fresh yearly lows amid china concerns fed rate hike uncertainty,negative,0.04,0.96,0.0
2015-07-20,2015-07-26,copper gold prices slide strong dollar rate hike expectations weigh metals,negative,0.01,0.99,0.0
2015-07-21,2015-07-26,us oil prices hit threemonth low amid supply concerns strong dollar,negative,0.01,0.99,0.0
2015-07-22,2015-07-26,copper prices slide twoweek low amid rate hike fears weak china demand,negative,0.01,0.99,0.0
2015-07-23,2015-07-26,copper rebounds twoweek low gold silver prices recover amid fed rate hike speculation,positive,0.99,0.01,0.0
2015-07-24,2015-07-26,gold futures hit fresh yearly lows amid china concerns fed rate hike uncertainty,negative,0.04,0.96,0.0
2015-07-26,2015-07-26,us oil prices hit fourmonth low amid rising production global supply concerns,negative,0.01,0.99,0.0
2015-07-21,2015-07-27,us oil prices hit threemonth low amid supply concerns strong dollar,negative,0.01,0.99,0.0
2015-07-22,2015-07-27,copper prices slide twoweek low amid rate hike fears weak china demand,negative,0.01,0.99,0.0
2015-07-23,2015-07-27,copper rebounds twoweek low gold silver prices recover amid fed rate hike speculation,positive,0.99,0.01,0.0
2015-07-24,2015-07-27,gold futures hit fresh yearly lows amid china concerns fed rate hike uncertainty,negative,0.04,0.96,0.0
2015-07-26,2015-07-27,us oil prices hit fourmonth low amid rising production global supply concerns,negative,0.01,0.99,0.0
2015-07-27,2015-07-27,gold prices slip $ 1100 strong us data fuels rate hike expectations,negative,0.01,0.99,0.0
2015-07-22,2015-07-28,copper prices slide twoweek low amid rate hike fears weak china demand,negative,0.01,0.99,0.0
2015-07-23,2015-07-28,copper rebounds twoweek low gold silver prices recover amid fed rate hike speculation,positive,0.99,0.01,0.0
2015-07-24,2015-07-28,gold futures hit fresh yearly lows amid china concerns fed rate hike uncertainty,negative,0.04,0.96,0.0
2015-07-26,2015-07-28,us oil prices hit fourmonth low amid rising production global supply concerns,negative,0.01,0.99,0.0
2015-07-27,2015-07-28,gold prices slip $ 1100 strong us data fuels rate hike expectations,negative,0.01,0.99,0.0
2015-07-28,2015-07-28,copper prices edge sixyear low amid china market turmoil,negative,0.01,0.99,0.0
2015-07-23,2015-07-29,copper rebounds twoweek low gold silver prices recover amid fed rate hike speculation,positive,0.99,0.01,0.0
2015-07-24,2015-07-29,gold futures hit fresh yearly lows amid china concerns fed rate hike uncertainty,negative,0.04,0.96,0.0
2015-07-26,2015-07-29,us oil prices hit fourmonth low amid rising production global supply concerns,negative,0.01,0.99,0.0
2015-07-27,2015-07-29,gold prices slip $ 1100 strong us data fuels rate hike expectations,negative,0.01,0.99,0.0
2015-07-28,2015-07-29,copper prices edge sixyear low amid china market turmoil,negative,0.01,0.99,0.0
2015-07-29,2015-07-29,copper prices rise chinese markets rebound investors await fed statement,positive,0.99,0.01,0.0
2015-07-29,2015-07-29,oil prices sink multimonth lows amid global supply glut iran export fears,negative,0.01,0.99,0.0
2015-07-24,2015-07-30,gold futures hit fresh yearly lows amid china concerns fed rate hike uncertainty,negative,0.04,0.96,0.0
2015-07-26,2015-07-30,us oil prices hit fourmonth low amid rising production global supply concerns,negative,0.01,0.99,0.0
2015-07-27,2015-07-30,gold prices slip $ 1100 strong us data fuels rate hike expectations,negative,0.01,0.99,0.0
2015-07-28,2015-07-30,copper prices edge sixyear low amid china market turmoil,negative,0.01,0.99,0.0
2015-07-29,2015-07-30,copper prices rise chinese markets rebound investors await fed statement,positive,0.99,0.01,0.0
2015-07-29,2015-07-30,oil prices sink multimonth lows amid global supply glut iran export fears,negative,0.01,0.99,0.0
2015-07-30,2015-07-30,copper prices slide chinese market turmoil stronger dollar weigh commodities,negative,0.01,0.99,0.0
2015-07-26,2015-07-31,us oil prices hit fourmonth low amid rising production global supply concerns,negative,0.01,0.99,0.0
2015-07-27,2015-07-31,gold prices slip $ 1100 strong us data fuels rate hike expectations,negative,0.01,0.99,0.0
2015-07-28,2015-07-31,copper prices edge sixyear low amid china market turmoil,negative,0.01,0.99,0.0
2015-07-29,2015-07-31,copper prices rise chinese markets rebound investors await fed statement,positive,0.99,0.01,0.0
2015-07-29,2015-07-31,oil prices sink multimonth lows amid global supply glut iran export fears,negative,0.01,0.99,0.0
2015-07-30,2015-07-31,copper prices slide chinese market turmoil stronger dollar weigh commodities,negative,0.01,0.99,0.0
