Date,Date Group,Keywords,Classification,Positive,Negative,Neutral
2015-08-14,2015-08-20,crude oil oversupply refinery shutdown brent price outlook,negative,0.05,0.95,0.0
2015-08-16,2015-08-20,gold dollar china devaluation federal reserve commodities,negative,0.03,0.97,0.0
2015-08-17,2015-08-20,oil prices oversupply japan economy us production refinery maintenance,negative,0.03,0.97,0.0
2015-08-18,2015-08-20,crude oil federal reserve china inventories dollar,negative,0.02,0.98,0.0
2015-08-19,2015-08-20,crude oil oversupply fed rates china demand inventories,negative,0.01,0.99,0.0
2015-08-20,2015-08-20,gold federal reserve china pmi interest rates inflation,negative,0.04,0.96,0.0
2015-08-16,2015-08-21,gold dollar china devaluation federal reserve commodities,negative,0.03,0.97,0.0
2015-08-17,2015-08-21,oil prices oversupply japan economy us production refinery maintenance,negative,0.03,0.97,0.0
2015-08-18,2015-08-21,crude oil federal reserve china inventories dollar,negative,0.02,0.98,0.0
2015-08-19,2015-08-21,crude oil oversupply fed rates china demand inventories,negative,0.01,0.99,0.0
2015-08-20,2015-08-21,gold federal reserve china pmi interest rates inflation,negative,0.04,0.96,0.0
2015-08-21,2015-08-21,oil prices china slowdown crude supply global markets opec,negative,0.01,0.99,0.0
2015-08-16,2015-08-22,gold dollar china devaluation federal reserve commodities,negative,0.03,0.97,0.0
2015-08-17,2015-08-22,oil prices oversupply japan economy us production refinery maintenance,negative,0.03,0.97,0.0
2015-08-18,2015-08-22,crude oil federal reserve china inventories dollar,negative,0.02,0.98,0.0
2015-08-19,2015-08-22,crude oil oversupply fed rates china demand inventories,negative,0.01,0.99,0.0
2015-08-20,2015-08-22,gold federal reserve china pmi interest rates inflation,negative,0.04,0.96,0.0
2015-08-21,2015-08-22,oil prices china slowdown crude supply global markets opec,negative,0.01,0.99,0.0
2015-08-17,2015-08-23,oil prices oversupply japan economy us production refinery maintenance,negative,0.03,0.97,0.0
2015-08-18,2015-08-23,crude oil federal reserve china inventories dollar,negative,0.02,0.98,0.0
2015-08-19,2015-08-23,crude oil oversupply fed rates china demand inventories,negative,0.01,0.99,0.0
2015-08-20,2015-08-23,gold federal reserve china pmi interest rates inflation,negative,0.04,0.96,0.0
2015-08-21,2015-08-23,oil prices china slowdown crude supply global markets opec,negative,0.01,0.99,0.0
2015-08-23,2015-08-23,gold interest rates china slowdown equities us dollar,negative,0.02,0.98,0.0
2015-08-18,2015-08-24,crude oil federal reserve china inventories dollar,negative,0.02,0.98,0.0
2015-08-19,2015-08-24,crude oil oversupply fed rates china demand inventories,negative,0.01,0.99,0.0
2015-08-20,2015-08-24,gold federal reserve china pmi interest rates inflation,negative,0.04,0.96,0.0
2015-08-21,2015-08-24,oil prices china slowdown crude supply global markets opec,negative,0.01,0.99,0.0
2015-08-23,2015-08-24,gold interest rates china slowdown equities us dollar,negative,0.02,0.98,0.0
2015-08-24,2015-08-24,oil prices china stocks global slowdown supply glut brent crude,negative,0.02,0.98,0.0
2015-08-19,2015-08-25,crude oil oversupply fed rates china demand inventories,negative,0.01,0.99,0.0
2015-08-20,2015-08-25,gold federal reserve china pmi interest rates inflation,negative,0.04,0.96,0.0
2015-08-21,2015-08-25,oil prices china slowdown crude supply global markets opec,negative,0.01,0.99,0.0
2015-08-23,2015-08-25,gold interest rates china slowdown equities us dollar,negative,0.02,0.98,0.0
2015-08-24,2015-08-25,oil prices china stocks global slowdown supply glut brent crude,negative,0.02,0.98,0.0
2015-08-25,2015-08-25,china oil prices interest rates stock market economic slowdown,negative,0.02,0.98,0.0
2015-08-20,2015-08-26,gold federal reserve china pmi interest rates inflation,negative,0.04,0.96,0.0
2015-08-21,2015-08-26,oil prices china slowdown crude supply global markets opec,negative,0.01,0.99,0.0
2015-08-23,2015-08-26,gold interest rates china slowdown equities us dollar,negative,0.02,0.98,0.0
2015-08-24,2015-08-26,oil prices china stocks global slowdown supply glut brent crude,negative,0.02,0.98,0.0
2015-08-25,2015-08-26,china oil prices interest rates stock market economic slowdown,negative,0.02,0.98,0.0
2015-08-26,2015-08-26,crude oil china inventories rig count demand,negative,0.02,0.97,0.01
2015-08-21,2015-08-27,oil prices china slowdown crude supply global markets opec,negative,0.01,0.99,0.0
2015-08-23,2015-08-27,gold interest rates china slowdown equities us dollar,negative,0.02,0.98,0.0
2015-08-24,2015-08-27,oil prices china stocks global slowdown supply glut brent crude,negative,0.02,0.98,0.0
2015-08-25,2015-08-27,china oil prices interest rates stock market economic slowdown,negative,0.02,0.98,0.0
2015-08-26,2015-08-27,crude oil china inventories rig count demand,negative,0.02,0.97,0.01
2015-08-27,2015-08-27,oil prices stock market wti crude china economy federal reserve,negative,0.02,0.96,0.02
2015-08-23,2015-08-28,gold interest rates china slowdown equities us dollar,negative,0.02,0.98,0.0
2015-08-24,2015-08-28,oil prices china stocks global slowdown supply glut brent crude,negative,0.02,0.98,0.0
2015-08-25,2015-08-28,china oil prices interest rates stock market economic slowdown,negative,0.02,0.98,0.0
2015-08-26,2015-08-28,crude oil china inventories rig count demand,negative,0.02,0.97,0.01
2015-08-27,2015-08-28,oil prices stock market wti crude china economy federal reserve,negative,0.02,0.96,0.02
2015-08-28,2015-08-28,crude oil asian markets price surge brent wti,positive,0.99,0.01,0.0
2015-08-23,2015-08-29,gold interest rates china slowdown equities us dollar,negative,0.02,0.98,0.0
2015-08-24,2015-08-29,oil prices china stocks global slowdown supply glut brent crude,negative,0.02,0.98,0.0
2015-08-25,2015-08-29,china oil prices interest rates stock market economic slowdown,negative,0.02,0.98,0.0
2015-08-26,2015-08-29,crude oil china inventories rig count demand,negative,0.02,0.97,0.01
2015-08-27,2015-08-29,oil prices stock market wti crude china economy federal reserve,negative,0.02,0.96,0.02
2015-08-28,2015-08-29,crude oil asian markets price surge brent wti,positive,0.99,0.01,0.0
2015-08-24,2015-08-30,oil prices china stocks global slowdown supply glut brent crude,negative,0.02,0.98,0.0
2015-08-25,2015-08-30,china oil prices interest rates stock market economic slowdown,negative,0.02,0.98,0.0
2015-08-26,2015-08-30,crude oil china inventories rig count demand,negative,0.02,0.97,0.01
2015-08-27,2015-08-30,oil prices stock market wti crude china economy federal reserve,negative,0.02,0.96,0.02
2015-08-28,2015-08-30,crude oil asian markets price surge brent wti,positive,0.99,0.01,0.0
2015-08-30,2015-08-30,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2015-08-25,2015-08-31,china oil prices interest rates stock market economic slowdown,negative,0.02,0.98,0.0
2015-08-26,2015-08-31,crude oil china inventories rig count demand,negative,0.02,0.97,0.01
2015-08-27,2015-08-31,oil prices stock market wti crude china economy federal reserve,negative,0.02,0.96,0.02
2015-08-28,2015-08-31,crude oil asian markets price surge brent wti,positive,0.99,0.01,0.0
2015-08-30,2015-08-31,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2015-08-31,2015-08-31,crude oil china opec manufacturing prices,negative,0.08,0.92,0.0
2015-08-26,2015-09-01,crude oil china inventories rig count demand,negative,0.02,0.97,0.01
2015-08-27,2015-09-01,oil prices stock market wti crude china economy federal reserve,negative,0.02,0.96,0.02
2015-08-28,2015-09-01,crude oil asian markets price surge brent wti,positive,0.99,0.01,0.0
2015-08-30,2015-09-01,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2015-08-31,2015-09-01,crude oil china opec manufacturing prices,negative,0.08,0.92,0.0
2015-09-01,2015-09-01,gold prices federal reserve china slowdown manufacturing pmi interest rates,negative,0.01,0.99,0.0
2015-08-27,2015-09-02,oil prices stock market wti crude china economy federal reserve,negative,0.02,0.96,0.02
2015-08-28,2015-09-02,crude oil asian markets price surge brent wti,positive,0.99,0.01,0.0
2015-08-30,2015-09-02,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2015-08-31,2015-09-02,crude oil china opec manufacturing prices,negative,0.08,0.92,0.0
2015-09-01,2015-09-02,gold prices federal reserve china slowdown manufacturing pmi interest rates,negative,0.01,0.99,0.0
2015-09-02,2015-09-02,crude oil opec stockpiles volatility iran,negative,0.03,0.97,0.0
2015-08-28,2015-09-03,crude oil asian markets price surge brent wti,positive,0.99,0.01,0.0
2015-08-30,2015-09-03,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2015-08-31,2015-09-03,crude oil china opec manufacturing prices,negative,0.08,0.92,0.0
2015-09-01,2015-09-03,gold prices federal reserve china slowdown manufacturing pmi interest rates,negative,0.01,0.99,0.0
2015-09-02,2015-09-03,crude oil opec stockpiles volatility iran,negative,0.03,0.97,0.0
2015-09-03,2015-09-03,gold prices federal reserve ecb interest rates jobs report,negative,0.01,0.98,0.0
2015-08-30,2015-09-04,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2015-08-31,2015-09-04,crude oil china opec manufacturing prices,negative,0.08,0.92,0.0
2015-09-01,2015-09-04,gold prices federal reserve china slowdown manufacturing pmi interest rates,negative,0.01,0.99,0.0
2015-09-02,2015-09-04,crude oil opec stockpiles volatility iran,negative,0.03,0.97,0.0
2015-09-03,2015-09-04,gold prices federal reserve ecb interest rates jobs report,negative,0.01,0.98,0.0
2015-09-04,2015-09-04,oil prices brent crude oversupply euro zone price forecasts,negative,0.01,0.99,0.0
2015-08-30,2015-09-05,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2015-08-31,2015-09-05,crude oil china opec manufacturing prices,negative,0.08,0.92,0.0
2015-09-01,2015-09-05,gold prices federal reserve china slowdown manufacturing pmi interest rates,negative,0.01,0.99,0.0
2015-09-02,2015-09-05,crude oil opec stockpiles volatility iran,negative,0.03,0.97,0.0
2015-09-03,2015-09-05,gold prices federal reserve ecb interest rates jobs report,negative,0.01,0.98,0.0
2015-09-04,2015-09-05,oil prices brent crude oversupply euro zone price forecasts,negative,0.01,0.99,0.0
2015-08-31,2015-09-06,crude oil china opec manufacturing prices,negative,0.08,0.92,0.0
2015-09-01,2015-09-06,gold prices federal reserve china slowdown manufacturing pmi interest rates,negative,0.01,0.99,0.0
2015-09-02,2015-09-06,crude oil opec stockpiles volatility iran,negative,0.03,0.97,0.0
2015-09-03,2015-09-06,gold prices federal reserve ecb interest rates jobs report,negative,0.01,0.98,0.0
2015-09-04,2015-09-06,oil prices brent crude oversupply euro zone price forecasts,negative,0.01,0.99,0.0
2015-09-06,2015-09-06,crude oil global economy china slowdown supply glut us jobs,negative,0.03,0.97,0.0
2015-09-01,2015-09-07,gold prices federal reserve china slowdown manufacturing pmi interest rates,negative,0.01,0.99,0.0
2015-09-02,2015-09-07,crude oil opec stockpiles volatility iran,negative,0.03,0.97,0.0
2015-09-03,2015-09-07,gold prices federal reserve ecb interest rates jobs report,negative,0.01,0.98,0.0
2015-09-04,2015-09-07,oil prices brent crude oversupply euro zone price forecasts,negative,0.01,0.99,0.0
2015-09-06,2015-09-07,crude oil global economy china slowdown supply glut us jobs,negative,0.03,0.97,0.0
2015-09-07,2015-09-07,crude oil global economy china slowdown opec federal reserve,negative,0.02,0.98,0.0
2015-09-02,2015-09-08,crude oil opec stockpiles volatility iran,negative,0.03,0.97,0.0
2015-09-03,2015-09-08,gold prices federal reserve ecb interest rates jobs report,negative,0.01,0.98,0.0
2015-09-04,2015-09-08,oil prices brent crude oversupply euro zone price forecasts,negative,0.01,0.99,0.0
2015-09-06,2015-09-08,crude oil global economy china slowdown supply glut us jobs,negative,0.03,0.97,0.0
2015-09-07,2015-09-08,crude oil global economy china slowdown opec federal reserve,negative,0.02,0.98,0.0
2015-09-08,2015-09-08,brent crude stock markets us crude refinery shutdowns iran supply,positive,0.99,0.01,0.0
2015-09-08,2015-09-08,crude oil supply glut demand brent wti,negative,0.03,0.97,0.0
2015-09-03,2015-09-09,gold prices federal reserve ecb interest rates jobs report,negative,0.01,0.98,0.0
2015-09-04,2015-09-09,oil prices brent crude oversupply euro zone price forecasts,negative,0.01,0.99,0.0
2015-09-06,2015-09-09,crude oil global economy china slowdown supply glut us jobs,negative,0.03,0.97,0.0
2015-09-07,2015-09-09,crude oil global economy china slowdown opec federal reserve,negative,0.02,0.98,0.0
2015-09-08,2015-09-09,brent crude stock markets us crude refinery shutdowns iran supply,positive,0.99,0.01,0.0
2015-09-08,2015-09-09,crude oil supply glut demand brent wti,negative,0.03,0.97,0.0
2015-09-09,2015-09-09,oil futures crude stockpiles brent global supply market outlook,negative,0.01,0.99,0.0
2015-09-04,2015-09-10,oil prices brent crude oversupply euro zone price forecasts,negative,0.01,0.99,0.0
2015-09-06,2015-09-10,crude oil global economy china slowdown supply glut us jobs,negative,0.03,0.97,0.0
2015-09-07,2015-09-10,crude oil global economy china slowdown opec federal reserve,negative,0.02,0.98,0.0
2015-09-08,2015-09-10,brent crude stock markets us crude refinery shutdowns iran supply,positive,0.99,0.01,0.0
2015-09-08,2015-09-10,crude oil supply glut demand brent wti,negative,0.03,0.97,0.0
2015-09-09,2015-09-10,oil futures crude stockpiles brent global supply market outlook,negative,0.01,0.99,0.0
2015-09-10,2015-09-10,oil prices china slowdown supply glut us crude global demand,negative,0.01,0.99,0.0
2015-09-06,2015-09-11,crude oil global economy china slowdown supply glut us jobs,negative,0.03,0.97,0.0
2015-09-07,2015-09-11,crude oil global economy china slowdown opec federal reserve,negative,0.02,0.98,0.0
2015-09-08,2015-09-11,brent crude stock markets us crude refinery shutdowns iran supply,positive,0.99,0.01,0.0
2015-09-08,2015-09-11,crude oil supply glut demand brent wti,negative,0.03,0.97,0.0
2015-09-09,2015-09-11,oil futures crude stockpiles brent global supply market outlook,negative,0.01,0.99,0.0
2015-09-10,2015-09-11,oil prices china slowdown supply glut us crude global demand,negative,0.01,0.99,0.0
2015-09-11,2015-09-11,oil prices goldman sachs oversupply crude forecast drilling,negative,0.02,0.98,0.0
2015-09-06,2015-09-12,crude oil global economy china slowdown supply glut us jobs,negative,0.03,0.97,0.0
2015-09-07,2015-09-12,crude oil global economy china slowdown opec federal reserve,negative,0.02,0.98,0.0
2015-09-08,2015-09-12,brent crude stock markets us crude refinery shutdowns iran supply,positive,0.99,0.01,0.0
2015-09-08,2015-09-12,crude oil supply glut demand brent wti,negative,0.03,0.97,0.0
2015-09-09,2015-09-12,oil futures crude stockpiles brent global supply market outlook,negative,0.01,0.99,0.0
2015-09-10,2015-09-12,oil prices china slowdown supply glut us crude global demand,negative,0.01,0.99,0.0
2015-09-11,2015-09-12,oil prices goldman sachs oversupply crude forecast drilling,negative,0.02,0.98,0.0
2015-09-07,2015-09-13,crude oil global economy china slowdown opec federal reserve,negative,0.02,0.98,0.0
2015-09-08,2015-09-13,brent crude stock markets us crude refinery shutdowns iran supply,positive,0.99,0.01,0.0
2015-09-08,2015-09-13,crude oil supply glut demand brent wti,negative,0.03,0.97,0.0
2015-09-09,2015-09-13,oil futures crude stockpiles brent global supply market outlook,negative,0.01,0.99,0.0
