Date,Headline,Classification,Positive,Negative,Neutral
20150504,natural gas futures drop 5week high mild weather outlook,negative,0.04,0.95,0.0
20150504,nymex crude mostly steady api data later day eyed,neutral,0.0,0.0,1.0
20150504,oil futures fall 5month highs profittaking,negative,0.03,0.96,0.0
20150504,oil slips hitting 2015 high $ 67,negative,0.01,0.99,0.0
20150504,us corn hits 6month low ahead usda planting progress report,negative,0.03,0.97,0.0
20150505,copper declines stronger dollar china growth woes,negative,0.12,0.88,0.0
20150505,crude surges highest level 2015 amid libyan shutdown iran debate,positive,0.99,0.01,0.0
20150505,exclusive us boosts bird flu emergency funds hormel cuts jobs,positive,0.81,0.18,0.0
20150505,gold continues rally amid weaker dollar widening us trade deficit,positive,0.97,0.03,0.0
20150505,gold edges higher remains $ 1200 subdued trade,positive,0.99,0.01,0.0
20150505,gold futures reapproach $ 1200 mixed bag us data,positive,0.89,0.11,0.01
20150505,gold copper tick higher hsbc china services index shows pickup,positive,0.98,0.02,0.0
20150505,natural gas futures trade near 6week high warm weather outlook,negative,0.47,0.51,0.02
20150505,nymex oil higher asia partial api data shows crude stocks drop,positive,0.99,0.01,0.0
20150505,us corn hits fresh 6month low us planting progress,negative,0.13,0.87,0.0
20150505,wti oil futures inch lower ahead us supply data,negative,0.02,0.98,0.0
20150505,wti oil races $ 60 barrel ahead us api supply report,positive,0.99,0.01,0.0
20150506,copper declines hitting 7month high china stimulus hopes,negative,0.02,0.98,0.0
20150506,crude soars fivemonth high stockpiles fall first time 15,negative,0.17,0.82,0.0
20150506,gold ends twoday rally amid soft us private payrolls,negative,0.06,0.94,0.0
20150506,gold futures erase losses turns flat adp miss,negative,0.01,0.99,0.0
20150506,gold futures trade near $ 1200 ahead adp jobs report,positive,0.73,0.26,0.01
20150506,gold steady tad weaker asia yellen comments digested,neutral,0.0,0.04,0.96
20150506,natural gas trades near 6week high eyes weekly storage data,positive,0.98,0.02,0.0
20150506,nymex crude weaker asia profit taking overnight surge,negative,0.01,0.99,0.0
20150506,oils bull run hides deep disconnect crude traders warn,positive,0.7,0.3,0.0
20150506,us soybean futures rise 3rd day soy oil extends rally,positive,0.99,0.01,0.0
20150506,wti oil futures soar $ 62 bullish us supply data,positive,0.97,0.03,0.0
20150506,wti oil futures trade $ 61 ahead us weekly supply report,negative,0.23,0.76,0.01
20150507,copper futures fluctuate us dollar jobs data focus,positive,0.78,0.22,0.0
20150507,crude retreats 5month high amid strong dollar iran supply fears,negative,0.01,0.99,0.0
20150507,gold continues retreat 1200 strong jobless claims bonds weigh,negative,0.02,0.98,0.0
20150507,gold futures hit session lows upbeat us jobless claims data,negative,0.02,0.98,0.0
20150507,gold moves away $ 1200 us jobs data focus,negative,0.02,0.98,0.0
20150507,gold prices tick higher early asia investors buy dips,positive,0.97,0.02,0.01
20150507,natural gas futures erase gains bearish storage data,negative,0.02,0.98,0.0
20150507,nymex crude early asia investors eye demand signals,positive,0.93,0.07,0.0
20150507,oil turns lower stronger dollar leads profittaking,positive,0.67,0.33,0.0
20150507,special report gold threatens ivory coasts peace,positive,0.85,0.15,0.0
20150507,us corn futures ease 1week high midwest planting outlook,negative,0.09,0.9,0.0
20150507,wti oil futures hold near 5month peak us supply outlook,neutral,0.02,0.08,0.9
20150508,bp wins right appeal gulf spill damages claims,positive,1.0,0.0,0.0
20150508,crude continues retreat yearlyhigh reached earlier week,negative,0.01,0.98,0.01
20150508,gold futures edge higher eyes us jobs data,positive,0.97,0.03,0.0
20150508,gold relatively unchanged mixed us jobs report,neutral,0.0,0.02,0.98
20150508,oil futures rise markets await us nonfarm payrolls,positive,0.84,0.16,0.0
20150510,crude oil futures weekly outlook may 11 15,negative,0.02,0.67,0.32
20150510,gold / silver / copper futures weekly outlook may 11 15,negative,0.14,0.7,0.16
20150510,gold dips weekend china rate cut copper smartly,negative,0.02,0.98,0.0
20150510,grain futures weekly outlook may 11 15,negative,0.03,0.81,0.16
20150510,natural gas futures weekly outlook may 11 15,negative,0.04,0.88,0.08
20150510,nymex crude weaker early asia china weekend interest rate cut,negative,0.01,0.99,0.0
20150511,china crude imports pick storage buyers emerge,positive,0.99,0.01,0.0
20150511,copper futures edge lower despite fresh china stimulus,negative,0.01,0.99,0.0
20150511,crude moves lower opec expects prices remain $ 100 till 2025,negative,0.01,0.99,0.0
20150511,crude oil futures edge lower stronger dollar weighs,negative,0.03,0.97,0.0
20150511,gold declines ahead greece debt talks,negative,0.01,0.99,0.0
20150511,gold dips slightly amid china rate cut developments greek debt talks,negative,0.02,0.98,0.0
20150511,gold flat weaker asia greece debt payment deadline nears,negative,0.16,0.82,0.02
20150511,gold struggles direction greece us rate outlook focus,negative,0.41,0.53,0.07
20150511,natural gas futures turn lower hitting 7week high,negative,0.02,0.98,0.0
20150511,nymex crude oil gains early asia investors eye us supply data,positive,0.99,0.01,0.0
20150511,oil falls $ 65 signs us shale oil revival,negative,0.03,0.97,0.0
20150511,oil futures struggle direction global supplies focus,positive,0.81,0.19,0.0
20150511,us grain futures edge higher ahead usda report,positive,0.99,0.01,0.0
20150512,castleton joins oil trade titans morgan stanley deal,negative,0.29,0.7,0.01
20150512,copper futures edge higher ahead china data,positive,0.99,0.01,0.0
20150512,crude soars 2 % amid higher demand forecasts stronger euro,positive,0.99,0.01,0.0
20150512,gold futures rally $ 10 dollar weakens,positive,0.98,0.02,0.0
20150512,gold moves 1190 amid global bond selloff,positive,0.97,0.02,0.01
20150512,gold prices rangebound cautious trade bonds resume selloff,negative,0.13,0.87,0.01
20150512,natural gas futures surge 3 % weather turns warmer,positive,0.99,0.01,0.0
20150512,nymex crude oil asia api stocks drop doe data ahead,positive,1.0,0.0,0.0
20150512,oil futures inch higher ahead us supply data opec report,positive,0.89,0.11,0.0
20150512,us corn futures hit 1week low rapid us planting progress,negative,0.34,0.66,0.0
20150512,wti oil futures rise ahead us api supply report,positive,0.77,0.23,0.0
20150513,crude inches lower iea suggests usopec battle begun,negative,0.01,0.99,0.0
20150513,gold futures steady near 1week highs,neutral,0.0,0.0,1.0
20150513,gold prices lower early asia easy policy views dominate outlook,negative,0.01,0.99,0.0
20150513,gold surges 2 % soft data fuels sentiments delayed rate hike,positive,0.98,0.02,0.0
20150513,gold copper asia ahead china data output retail,positive,0.87,0.13,0.0
20150513,natural gas futures lower investors look supply report,negative,0.05,0.95,0.0
20150513,nymex crude weaker asia production outlooks see oil everywhere,negative,0.02,0.98,0.0
20150513,oil glut worsens opec marketshare battle beginning iea,negative,0.02,0.98,0.0
20150513,shell considers small north america energy deals even bg,negative,0.12,0.88,0.0
20150513,wti oil futures hit session highs bullish us supply data,positive,0.95,0.05,0.0
20150514,crude futures fall sharply geopolitical risks middle east weigh,negative,0.02,0.98,0.0
20150514,gold futures hit fresh 5week highs us data,positive,0.94,0.05,0.0
20150514,gold futures holding 5week highs,positive,0.92,0.05,0.03
20150514,gold prices dip asia profit taking focus remains fed,negative,0.03,0.97,0.0
20150514,gold reaches threemonth high amid soft us inflation weaker dollar,positive,0.91,0.09,0.0
20150514,natural gas higher storage data,negative,0.4,0.6,0.0
20150514,nymex crude weaker asia supply glut weighs gulf tensions eyed,negative,0.01,0.99,0.0
20150514,oil ample supply june brent expires,negative,0.02,0.97,0.02
20150514,oil prices edge higher gains checked,positive,0.99,0.01,0.01
20150515,brent us crude oil rally comes question,positive,0.99,0.01,0.0
20150515,crude futures relatively unchanged iran supply glut remain focus,neutral,0.0,0.0,1.0
20150515,gold falls threemonth high amid dwindling consumer sentiment,negative,0.02,0.98,0.0
20150515,gold futures decline us dollar recovers,negative,0.19,0.81,0.0
20150515,oil futures decline eyes us data,positive,0.91,0.09,0.0
20150517,crude oil futures weekly outlook may 18 22,neutral,0.01,0.35,0.65
20150517,gold / silver / copper futures weekly outlook may 18 22,negative,0.06,0.72,0.22
20150517,gold prices seesaw early asian trade fed minutes week eyed,negative,0.4,0.55,0.05
20150517,nymex crude asia focus us stocks data ahead week,negative,0.04,0.84,0.12
20150518,crude drops slightly amid turmoil middle east resurgent dollar,negative,0.01,0.99,0.0
20150518,gold futures hit 3month highs soft us data,positive,0.98,0.01,0.0
20150518,gold inches 1225 fed rate hike iraq remain focus,negative,0.15,0.82,0.04
20150518,gold prices ease early asia middle east greece debt talks eyed,negative,0.13,0.86,0.0
20150518,goldman sachs cuts crude price forecasts next five years,negative,0.01,0.99,0.0
20150518,iran deputy oil min says opec unlikely cut output,positive,0.97,0.02,0.01
20150518,natural gas futures hit fresh 3month highs,positive,0.97,0.03,0.0
20150518,nymex crude higher early asia middle east tension api data ahead,positive,0.99,0.0,0.0
20150518,oil firmer dollar ample supplies offset mideast turmoil,negative,0.01,0.99,0.01
20150518,oil lower goldman sachs cuts price forecasts,negative,0.01,0.99,0.0
20150518,oil prices trim back early gains,negative,0.14,0.85,0.01
20150518,us loses meat labeling case trade war looms,negative,0.28,0.71,0.0
20150519,copper futures fall 3week low firm dollar,negative,0.08,0.92,0.0
20150519,crude plunges monthlylows amid record saudi supply stronger dollar,negative,0.01,0.99,0.0
20150519,gold extends losses upbeat us housing data,negative,0.03,0.97,0.0
20150519,gold falls 3month high fed rate hike outlook supports,negative,0.02,0.98,0.0
20150519,gold plunges $ 1210 amid stronger dollar increased ecb stimulus,negative,0.01,0.99,0.0
20150519,gold prices rebound asia investors eye fed rates greece debt,positive,0.98,0.02,0.0
20150519,natural gas futures rally 4month peak warm weather outlook,positive,0.99,0.01,0.0
20150519,nymex crude oil gains asia api data shows sharp drop eia ahead,positive,0.99,0.01,0.0
20150519,oil futures drop stronger dollar us supply data ahead,negative,0.03,0.97,0.0
20150519,oil prices slip dollar rally ample supply,negative,0.01,0.99,0.0
20150519,us wheat futures fall 6week peak midwest rains focus,negative,0.3,0.7,0.0
20150519,wti oil futures fall 2 % ahead us api supply report,negative,0.09,0.9,0.0
20150520,copper gold prices higher slight uptick hsbc china pmi,positive,0.99,0.01,0.0
20150520,copper futures slump fresh 3week low stronger dollar,negative,0.03,0.97,0.0
20150520,crude futures rebound tuesdays selloff amid dwindling stockpiles,positive,0.96,0.04,0.0
20150520,gold falls 2nd straight day us dollar extends gains,negative,0.04,0.96,0.0
20150520,gold futures turn higher investors look ahead fed minutes,positive,0.99,0.01,0.0
20150520,gold inches ahead fed minutes greece continues weigh,positive,0.76,0.21,0.03
20150520,natural gas futures rebound eyes weekly storage data,positive,0.99,0.01,0.0
20150520,nymex crude oil rose asia china demand prospects us supply fall,negative,0.16,0.84,0.0
20150520,us soybean futures slump 7month low planting progress,negative,0.04,0.96,0.0
20150520,wti oil futures highs us supply data,negative,0.16,0.84,0.0
20150520,wti oil futures rise 1 % bets us supply drop,positive,0.88,0.12,0.0
20150521,cleanup oilfouled california beach could take months,positive,0.99,0.01,0.0
20150521,copper rises weak china factory data spurs stimulus bets,positive,0.88,0.12,0.0
20150521,gold prices gain asia easy global monetary policy views,positive,0.99,0.01,0.0
20150521,gold remains holding pattern disappointing global data weighs,negative,0.04,0.54,0.42
20150521,gold steadies $ 1210 us data fed rate hike focus,positive,0.67,0.31,0.01
20150521,natural gas rises storage data,positive,0.96,0.03,0.0
20150521,natural gas snaps 3day losing streak ahead weekly storage data,negative,0.02,0.98,0.0
20150521,nymex crude asia us rig count ahead,positive,0.79,0.21,0.0
20150521,us crude surges $ 60 barrel supply concerns ease,positive,0.99,0.01,0.0
20150521,us soybean futures bounce 7month low bargain buying,positive,0.59,0.41,0.0
20150521,wti oil futures rise 2nd day us supply outlook weaker dollar,positive,0.98,0.02,0.0
20150522,crude falls sharply amid stronger dollar boosted cpi data,negative,0.06,0.94,0.0
20150522,gold futures gain ground softer dollar,positive,0.98,0.02,0.0
20150522,gold ticks mixed cpi data ahead yellens speech,negative,0.19,0.78,0.03
20150522,oil futures drop us inflation data tap,negative,0.03,0.97,0.0
20150522,safety measures ordered failed oil pipeline california,positive,1.0,0.0,0.0
20150522,us drivers yield swing oil demand crown saudis,negative,0.31,0.69,0.0
20150524,gold prices flat asia market digests yellen comments eye greece,neutral,0.0,0.02,0.98
20150524,iran says opec unlikely change output ceiling mehr news agency,negative,0.03,0.81,0.17
20150524,nymex crude gains asia ahead us holiday yellen comments eyed,positive,0.99,0.01,0.0
20150525,copper trades near 3week low stronger dollar weighs,negative,0.02,0.97,0.0
20150525,crude oil futures slump us supply outlook stronger dollar,positive,0.75,0.25,0.0
20150525,gold flat early asia greek debt woes gather pace repayment,positive,0.87,0.13,0.0
20150525,gold futures little changed timing fed rate hike focus,positive,0.88,0.11,0.01
20150525,gold struggles direction holidaythinned trade,negative,0.12,0.87,0.01
20150525,natural gas futures fall 2week low bearish weather outlook,negative,0.03,0.97,0.0
